symbol,name,reportDate,fiscalDateEnding,estimate,currency
ACLS,Axcelis Technologies Inc,2025-05-09,2025-03-31,,USD
ACLTF,ACLTF,2024-07-25,2024-06-30,,USD
ACLTF,ACLTF,2024-10-24,2024-09-30,,USD
ACLTF,ACLTF,2025-02-26,2024-12-31,,USD
ACM,AECOM,2024-08-05,2024-06-30,1.14,USD
ACM,AECOM,2024-11-11,2024-09-30,,USD
ACM,AECOM,2025-03-19,2024-12-31,,USD
ACMDY,ACMDY,2024-07-24,2024-06-30,,PHP
ACMDY,ACMDY,2024-10-24,2024-09-30,,PHP
ACMDY,ACMDY,2025-04-17,2025-03-31,,PHP
ACMLF,ACMLF,2024-08-06,2024-06-30,,USD
ACMLF,ACMLF,2025-03-12,2024-12-31,,USD
ACMLF,ACMLF,2025-04-16,2025-03-31,,USD
ACMR,ACM Research Inc - Class A,2024-06-26,2024-03-31,0.33,USD
ACMR,ACM Research Inc - Class A,2024-08-02,2024-06-30,0.35,USD
ACMR,ACM Research Inc - Class A,2024-11-05,2024-09-30,,USD
ACMR,ACM Research Inc - Class A,2025-02-26,2024-12-31,,USD
ACMT,ACMT,2024-08-07,2024-06-30,,USD
ACMT,ACMT,2024-11-07,2024-09-30,,USD
ACMT,ACMT,2025-03-13,2024-12-31,,USD
ACMTA,ACMTA,2024-08-07,2024-06-30,,USD
ACMTA,ACMTA,2024-11-07,2024-09-30,,USD
ACMTA,ACMTA,2025-03-13,2024-12-31,,USD
ACN,Accenture plc - Class A,2024-09-26,2024-08-31,,USD
ACN,Accenture plc - Class A,2025-01-30,2024-11-30,,USD
ACNB,ACNB Corp,2024-07-25,2024-06-30,0.83,USD
ACNB,ACNB Corp,2024-10-25,2024-09-30,,USD
ACNB,ACNB Corp,2025-01-23,2024-12-31,,USD
ACNB,ACNB Corp,2025-04-23,2025-03-31,,USD
ACNDF,ACNDF,2024-07-28,2024-06-30,,USD
ACNDF,ACNDF,2025-01-27,2024-12-31,,USD
ACNDF,ACNDF,2025-04-18,2025-03-31,,USD
ACNFF,ACNFF,2024-07-23,2024-06-30,,USD
ACNNF,ACNNF,2024-09-25,2024-06-30,,USD
ACNNF,ACNNF,2024-11-28,2024-09-30,,USD
ACNNF,ACNNF,2025-04-01,2025-03-31,,USD
ACNT,Ascent Industries Company,2024-08-06,2024-06-30,-0.22,USD
ACNT,Ascent Industries Company,2024-11-06,2024-09-30,,USD
ACNT,Ascent Industries Company,2025-03-26,2024-12-31,,USD
ACNT,Ascent Industries Company,2025-05-06,2025-03-31,-0.37,USD
ACOPF,ACOPF,2024-08-19,2024-06-30,,NZD
ACOPF,ACOPF,2024-11-14,2024-09-30,,NZD
ACOPF,ACOPF,2025-02-17,2024-12-31,,NZD
ACOPY,ACOPY,2024-08-19,2024-06-30,,NZD
ACOPY,ACOPY,2024-11-14,2024-09-30,,NZD
ACOPY,ACOPY,2025-02-17,2024-12-31,,NZD
ACOR,ACOR,2024-08-06,2024-06-30,,USD
ACOR,ACOR,2024-11-11,2024-09-30,,USD
ACOR,ACOR,2025-03-31,2024-12-31,,USD
ACORQ,Acorda Therapeutics Inc,2024-08-06,2024-06-30,,USD
ACORQ,Acorda Therapeutics Inc,2024-11-11,2024-09-30,,USD
ACORQ,Acorda Therapeutics Inc,2025-03-31,2024-12-31,,USD
ACP-PA,ACP-PA,2025-05-16,2025-04-30,,USD
ACPIF,ACPIF,2024-08-01,2024-06-30,,PHP
ACPIF,ACPIF,2024-11-07,2024-09-30,,PHP
ACPIF,ACPIF,2025-03-10,2024-12-31,,PHP
ACPIF,ACPIF,2025-04-23,2025-03-31,,PHP
ACR,ACRES Commercial Realty Corp,2024-07-31,2024-06-30,0.46,USD
ACR,ACRES Commercial Realty Corp,2024-10-30,2024-09-30,,USD
ACR,ACRES Commercial Realty Corp,2025-02-26,2024-12-31,,USD
ACR,ACRES Commercial Realty Corp,2025-04-29,2025-03-31,0.42,USD
ACR-PC,ACR-PC,2024-07-31,2024-06-30,,USD
ACR-PC,ACR-PC,2024-10-30,2024-09-30,,USD
ACR-PC,ACR-PC,2025-02-26,2024-12-31,,USD
ACR-PC,ACR-PC,2025-04-29,2025-03-31,,USD
ACR-PD,ACR-PD,2024-07-31,2024-06-30,,USD
ACR-PD,ACR-PD,2024-10-30,2024-09-30,,USD
ACR-PD,ACR-PD,2025-02-26,2024-12-31,,USD
ACR-PD,ACR-PD,2025-04-29,2025-03-31,,USD
ACRDF,ACRDF,2024-08-07,2024-06-30,-0.01,USD
ACRDF,ACRDF,2024-11-12,2024-09-30,,USD
ACRDF,ACRDF,2025-06-06,2025-03-31,,USD
ACRE,Ares Commercial Real Estate Corp,2024-07-31,2024-06-30,0.01,USD
ACRE,Ares Commercial Real Estate Corp,2024-11-01,2024-09-30,,USD
ACRE,Ares Commercial Real Estate Corp,2025-02-20,2024-12-31,,USD
ACRE,Ares Commercial Real Estate Corp,2025-05-07,2025-03-31,,USD
ACRFF,ACRFF,2024-07-25,2024-06-30,,EUR
ACRFF,ACRFF,2025-02-20,2024-12-31,,EUR
ACRFF,ACRFF,2025-05-30,2025-03-31,,EUR
ACRG,ACRG,2024-06-24,2024-03-31,,USD
ACRG,ACRG,2024-08-22,2024-06-30,,USD
ACRG,ACRG,2024-11-18,2024-09-30,,USD
ACRHF,ACRHF,2024-08-07,2024-06-30,,USD
ACRHF,ACRHF,2024-11-12,2024-09-30,,USD
ACRHF,ACRHF,2025-06-06,2025-03-31,,USD
ACRS,Aclaris Therapeutics Inc,2024-08-05,2024-06-30,-0.2,USD
ACRS,Aclaris Therapeutics Inc,2024-11-04,2024-09-30,,USD
ACRS,Aclaris Therapeutics Inc,2025-02-25,2024-12-31,,USD
ACRS,Aclaris Therapeutics Inc,2025-06-06,2025-03-31,-0.29,USD
ACRX,ACRX,2024-08-08,2024-06-30,,USD
ACRX,ACRX,2024-11-06,2024-09-30,,USD
ACRXF,ACRXF,2024-07-24,2024-06-30,,USD
ACRXF,ACRXF,2024-11-04,2024-09-30,,USD
ACRXF,ACRXF,2025-04-18,2025-03-31,,USD
ACSAF,ACSAF,2024-07-23,2024-06-30,,USD
ACSAF,ACSAF,2025-05-09,2025-03-31,,USD
ACSAY,ACSAY,2024-07-23,2024-06-30,,USD
ACST,Acasti Pharma Inc - Class A,2024-06-21,2024-03-31,-0.35,CAD
ACST,Acasti Pharma Inc - Class A,2024-08-09,2024-06-30,,CAD
ACST,Acasti Pharma Inc - Class A,2024-11-11,2024-09-30,,CAD
ACST,Acasti Pharma Inc - Class A,2025-02-10,2024-12-31,,CAD
ACSYF,ACSYF,2024-06-25,2024-03-31,,EUR
ACSYF,ACSYF,2024-09-19,2024-06-30,,EUR
ACSYF,ACSYF,2024-11-19,2024-09-30,,EUR
ACT,Enact Holdings Inc,2024-07-30,2024-06-30,0.98,USD
ACT,Enact Holdings Inc,2025-05-16,2025-03-31,,USD
ACTG,Acacia Research Corp,2024-08-01,2024-06-30,0.08,USD
ACTG,Acacia Research Corp,2024-11-11,2024-09-30,,USD
ACTG,Acacia Research Corp,2025-03-12,2024-12-31,,USD
ACTG,Acacia Research Corp,2025-05-07,2025-03-31,,USD
ACTHF,ACTHF,2024-09-16,2024-08-31,,USD
ACTHF,ACTHF,2025-01-27,2024-11-30,,USD
ACTHF,ACTHF,2025-04-28,2025-02-28,,USD
ACU,Acme United Corp,2024-07-19,2024-06-30,0.94,USD
ACU,Acme United Corp,2024-10-21,2024-09-30,,USD
ACU,Acme United Corp,2025-02-27,2024-12-31,,USD
ACU,Acme United Corp,2025-04-17,2025-03-31,,USD
ACVA,ACV Auctions Inc - Class A,2024-08-05,2024-06-30,-0.11,USD
ACVA,ACV Auctions Inc - Class A,2024-11-04,2024-09-30,,USD
ACVA,ACV Auctions Inc - Class A,2025-02-19,2024-12-31,,USD
ACVA,ACV Auctions Inc - Class A,2025-05-29,2025-03-31,,USD
ACWRF,ACWRF,2024-08-16,2024-06-30,,USD
ACWRF,ACWRF,2024-11-20,2024-09-30,,USD
ACWRF,ACWRF,2025-03-19,2024-12-31,,USD
ACWRF,ACWRF,2025-05-22,2025-03-31,,USD
ACXIF,ACXIF,2024-07-29,2024-06-30,,EUR
ACXP,Acurx Pharmaceuticals Inc,2024-08-12,2024-06-30,-0.22,USD
ACXP,Acurx Pharmaceuticals Inc,2024-11-12,2024-09-30,,USD
ACXP,Acurx Pharmaceuticals Inc,2025-03-17,2024-12-31,,USD
ACXP,Acurx Pharmaceuticals Inc,2025-05-13,2025-03-31,,USD
ADAG,Adagene Inc,2024-08-29,2024-06-30,,USD
ADAG,Adagene Inc,2025-03-27,2024-12-31,,USD
ADAP,Adaptimmune Therapeutics Plc,2024-08-07,2024-06-30,-0.08,USD
ADAP,Adaptimmune Therapeutics Plc,2025-05-14,2025-03-31,,USD
ADBCF,ADBCF,2024-08-27,2024-06-30,,USD
ADBE,Adobe Inc,2024-09-12,2024-08-31,4.53,USD
ADBE,Adobe Inc,2024-12-11,2024-11-30,,USD
ADBE,Adobe Inc,2025-04-17,2025-02-28,,USD
ADBKF,ADBKF,2024-08-08,2024-06-30,,EUR
ADBKF,ADBKF,2024-11-07,2024-09-30,,EUR
ADBKF,ADBKF,2025-03-04,2024-12-31,,EUR
ADBKF,ADBKF,2025-05-06,2025-03-31,,EUR
ADBRF,ADBRF,2024-11-27,2024-09-30,,USD
ADBRF,ADBRF,2025-03-20,2024-12-31,,USD
ADC,Agree Realty Corp,2024-07-30,2024-06-30,0.44,USD
ADC,Agree Realty Corp,2024-10-22,2024-09-30,,USD
ADC,Agree Realty Corp,2025-02-11,2024-12-31,,USD
ADC,Agree Realty Corp,2025-04-21,2025-03-31,,USD
ADC-PA,ADC-PA,2024-07-30,2024-06-30,,USD
ADC-PA,ADC-PA,2024-10-22,2024-09-30,,USD
ADC-PA,ADC-PA,2025-02-11,2024-12-31,,USD
ADC-PA,ADC-PA,2025-04-21,2025-03-31,,USD
ADCOF,ADCOF,2024-08-07,2024-06-30,,USD
ADCOF,ADCOF,2024-11-07,2024-09-30,,USD
ADCOF,ADCOF,2025-03-18,2024-12-31,,USD
ADCT,Adc Therapeutics SA,2024-08-06,2024-06-30,-0.44,USD
ADCT,Adc Therapeutics SA,2025-06-13,2025-03-31,,USD
ADDDF,ADDDF,2024-07-31,2024-06-30,1.09,EUR
ADDDF,ADDDF,2024-10-29,2024-09-30,,EUR
ADDDF,ADDDF,2025-03-11,2024-12-31,,EUR
ADDHY,ADDHY,2024-07-12,2024-06-30,,USD
ADDHY,ADDHY,2024-10-24,2024-09-30,,USD
ADDHY,ADDHY,2025-02-05,2024-12-31,,USD
ADDLF,ADDLF,2024-07-15,2024-06-30,,USD
ADDLF,ADDLF,2024-10-23,2024-09-30,,USD
ADDLF,ADDLF,2025-05-08,2025-03-31,,USD
ADDYY,ADDYY,2024-07-31,2024-06-30,,EUR
ADDYY,ADDYY,2024-10-29,2024-09-30,,EUR
ADDYY,ADDYY,2025-03-11,2024-12-31,,EUR
ADDYY,ADDYY,2025-05-16,2025-03-31,,EUR
ADEA,Adeia Inc,2024-08-05,2024-06-30,0.23,USD
ADEA,Adeia Inc,2024-11-04,2024-09-30,,USD
ADEA,Adeia Inc,2025-02-18,2024-12-31,,USD
ADEA,Adeia Inc,2025-05-09,2025-03-31,,USD
ADER,ADER,2024-08-12,2024-06-30,,USD
ADES,ADES,2024-08-07,2024-06-30,,USD
ADES,ADES,2024-11-06,2024-09-30,,USD
ADEVF,ADEVF,2024-06-28,2024-03-31,0.06,EUR
ADEVF,ADEVF,2024-08-29,2024-06-30,0.08,EUR
ADEVF,ADEVF,2024-11-21,2024-09-30,,EUR
ADEVF,ADEVF,2025-02-27,2024-12-31,,EUR
ADEVY,ADEVY,2024-06-28,2024-03-31,,EUR
ADEVY,ADEVY,2024-08-29,2024-06-30,,EUR
ADEVY,ADEVY,2024-11-21,2024-09-30,,EUR
ADEVY,ADEVY,2025-02-27,2024-12-31,,EUR
ADFJF,ADFJF,2024-09-05,2024-07-31,,CAD
ADFJF,ADFJF,2024-12-05,2024-10-31,,CAD
ADFJF,ADFJF,2025-04-09,2025-01-31,,CAD
ADFJF,ADFJF,2025-06-09,2025-04-30,,CAD
ADHLF,ADHLF,2024-12-10,2024-09-30,,HKD
ADI,Analog Devices Inc,2024-08-21,2024-07-31,1.5,USD
ADI,Analog Devices Inc,2024-11-19,2024-10-31,,USD
ADI,Analog Devices Inc,2025-02-19,2025-01-31,,USD
ADIL,Adial Pharmaceuticals Inc,2024-08-19,2024-06-30,-0.44,USD
ADIL,Adial Pharmaceuticals Inc,2024-11-01,2024-09-30,,USD
ADIL,Adial Pharmaceuticals Inc,2025-03-31,2024-12-31,,USD
ADIL,Adial Pharmaceuticals Inc,2025-05-12,2025-03-31,,USD
ADLDY,ADLDY,2024-08-27,2024-06-30,,USD
ADLDY,ADLDY,2025-02-25,2024-12-31,,USD
ADLRF,ADLRF,2024-07-31,2024-06-30,,CAD
ADLRF,ADLRF,2024-11-06,2024-09-30,,CAD
ADLRF,ADLRF,2025-03-12,2024-12-31,,CAD
ADLRF,ADLRF,2025-05-09,2025-03-31,,CAD
ADM,Archer Daniels Midland Company,2024-07-23,2024-06-30,1.28,USD
ADM,Archer Daniels Midland Company,2024-10-22,2024-09-30,,USD
ADM,Archer Daniels Midland Company,2025-03-10,2024-12-31,,USD
ADM,Archer Daniels Midland Company,2025-04-28,2025-03-31,,USD
ADMA,Adma Biologics Inc,2024-08-07,2024-06-30,0.08,USD
ADMA,Adma Biologics Inc,2024-11-06,2024-09-30,,USD
ADMA,Adma Biologics Inc,2025-02-26,2024-12-31,,USD
ADMA,Adma Biologics Inc,2025-05-07,2025-03-31,,USD
ADMLF,ADMLF,2024-09-11,2024-06-30,,USD
ADMLF,ADMLF,2025-05-22,2025-03-31,,USD
ADMP,ADMP,2024-08-19,2024-06-30,,USD
ADMT,ADMT,2024-08-12,2024-06-30,,USD
ADMT,ADMT,2024-11-12,2024-09-30,,USD
ADMT,ADMT,2025-02-18,2024-12-31,,USD
ADN,Advent Technologies Holdings Inc - Class A,2024-08-09,2024-06-30,,USD
ADN,Advent Technologies Holdings Inc - Class A,2024-11-12,2024-09-30,,USD
ADNT,Adient plc,2025-03-12,2024-12-31,,USD
ADOOY,ADOOY,2024-08-20,2024-06-30,,USD
ADOOY,ADOOY,2024-10-29,2024-09-30,,USD
ADOOY,ADOOY,2025-02-26,2024-12-31,,USD
ADP,Automatic Data Processing Inc,2024-09-05,2024-06-30,2.06,USD
ADP,Automatic Data Processing Inc,2024-12-04,2024-09-30,,USD
ADP,Automatic Data Processing Inc,2025-01-29,2024-12-31,,USD
ADPPF,ADPPF,2024-06-25,2024-03-31,,EUR
ADPPF,ADPPF,2024-08-29,2024-06-30,,EUR
ADPPF,ADPPF,2024-11-28,2024-09-30,,EUR
ADPPF,ADPPF,2025-04-23,2025-03-31,,EUR
ADPT,Adaptive Biotechnologies Corp,2024-07-31,2024-06-30,-0.33,USD
ADPT,Adaptive Biotechnologies Corp,2024-11-07,2024-09-30,,USD
ADPT,Adaptive Biotechnologies Corp,2025-02-12,2024-12-31,,USD
ADPT,Adaptive Biotechnologies Corp,2025-05-05,2025-03-31,-0.34,USD
ADPXF,ADPXF,2024-08-29,2024-06-30,,USD
ADPXF,ADPXF,2025-02-26,2024-12-31,,USD
ADPXY,ADPXY,2024-08-29,2024-06-30,,USD
ADPXY,ADPXY,2025-02-26,2024-12-31,,USD
ADRNY,ADRNY,2024-08-07,2024-06-30,,EUR
ADRNY,ADRNY,2024-11-06,2024-09-30,,EUR
ADRNY,ADRNY,2025-02-12,2024-12-31,,EUR
ADRNY,ADRNY,2025-05-06,2025-03-31,,EUR
ADRZF,ADRZF,2024-07-25,2024-06-30,,USD
ADRZF,ADRZF,2024-10-31,2024-09-30,,USD
ADRZF,ADRZF,2025-02-26,2024-12-31,,USD
ADRZF,ADRZF,2025-04-23,2025-03-31,,USD
ADRZY,ADRZY,2024-07-25,2024-06-30,,USD
ADRZY,ADRZY,2024-10-31,2024-09-30,,USD
ADRZY,ADRZY,2025-02-26,2024-12-31,,USD
ADRZY,ADRZY,2025-04-23,2025-03-31,,USD
ADSGF,ADSGF,2024-08-14,2024-06-30,,USD
ADSGF,ADSGF,2024-11-14,2024-09-30,,USD
ADSGF,ADSGF,2025-03-24,2024-12-31,,USD
ADSGF,ADSGF,2025-06-04,2025-03-31,,USD
ADSK,Autodesk Inc,2024-08-21,2024-07-31,2,USD
ADSK,Autodesk Inc,2024-11-19,2024-10-31,,USD
ADSK,Autodesk Inc,2025-02-26,2025-01-31,,USD
ADSK,Autodesk Inc,2025-06-09,2025-04-30,1.74,USD
ADT,ADT Inc,2024-08-06,2024-06-30,0.17,USD
ADT,ADT Inc,2024-10-31,2024-09-30,,USD
ADT,ADT Inc,2025-02-26,2024-12-31,,USD
ADT,ADT Inc,2025-05-22,2025-03-31,,USD
ADTH,AdTheorent Holding Company Inc,2024-08-01,2024-06-30,-0.01,USD
ADTH,AdTheorent Holding Company Inc,2024-11-05,2024-09-30,,USD
ADTH,AdTheorent Holding Company Inc,2025-03-10,2024-12-31,,USD
ADTLF,ADTLF,2024-09-11,2024-06-30,,USD
ADTLF,ADTLF,2025-05-22,2025-03-31,,USD
ADTN,ADTRAN Holdings Inc,2024-08-05,2024-06-30,-0.09,USD
ADTN,ADTRAN Holdings Inc,2024-11-06,2024-09-30,,USD
ADTN,ADTRAN Holdings Inc,2025-05-08,2025-03-31,,USD
ADTTF,ADTTF,2024-07-24,2024-06-30,,USD
ADTTF,ADTTF,2024-10-29,2024-09-30,,USD
ADTTF,ADTTF,2025-01-29,2024-12-31,,USD
ADTX,Aditxt Inc,2024-08-15,2024-06-30,,USD
ADUS,Addus HomeCare Corporation,2024-08-01,2024-06-30,1.21,USD
ADUS,Addus HomeCare Corporation,2024-10-28,2024-09-30,,USD
ADUS,Addus HomeCare Corporation,2025-02-24,2024-12-31,,USD
ADUS,Addus HomeCare Corporation,2025-06-12,2025-03-31,1.09,USD
ADV,Advantage Solutions Inc - Class A,2024-08-02,2024-06-30,0.1,USD
ADV,Advantage Solutions Inc - Class A,2024-11-05,2024-09-30,,USD
ADV,Advantage Solutions Inc - Class A,2025-02-26,2024-12-31,,USD
ADV,Advantage Solutions Inc - Class A,2025-05-07,2025-03-31,0.08,USD
ADVM,Adverum Biotechnologies Inc,2024-08-08,2024-06-30,-1.52,USD
ADVM,Adverum Biotechnologies Inc,2024-11-07,2024-09-30,,USD
ADVM,Adverum Biotechnologies Inc,2025-03-17,2024-12-31,,USD
ADVM,Adverum Biotechnologies Inc,2025-05-07,2025-03-31,,USD
ADVOF,ADVOF,2024-08-06,2024-06-30,,EUR
ADVOF,ADVOF,2024-11-05,2024-09-30,,EUR
ADVOF,ADVOF,2025-02-25,2024-12-31,,EUR
ADVZF,ADVZF,2024-08-23,2024-06-30,,USD
ADVZF,ADVZF,2024-11-22,2024-09-30,,USD
ADVZF,ADVZF,2025-05-28,2025-03-31,,USD
ADWPF,ADWPF,2024-08-06,2024-06-30,,CAD
ADWPF,ADWPF,2024-11-07,2024-09-30,,CAD
ADWPF,ADWPF,2025-02-10,2024-12-31,,CAD
ADXRF,ADXRF,2024-09-11,2024-06-30,,AUD
ADXRF,ADXRF,2025-01-29,2024-12-31,,AUD
ADXRF,ADXRF,2025-05-22,2025-03-31,,AUD
ADXS,ADXS,2024-07-26,2024-04-30,,USD
ADXS,ADXS,2024-08-08,2024-07-31,,USD
ADXS,ADXS,2024-11-18,2024-10-31,,USD
ADXS,ADXS,2025-04-14,2025-01-31,,USD
ADYEY,ADYEY,2024-08-16,2024-06-30,,EUR
ADYEY,ADYEY,2025-02-06,2024-12-31,,EUR
ADYEY,ADYEY,2025-05-16,2025-03-31,,EUR
ADYYF,ADYYF,2024-08-16,2024-06-30,,EUR
ADYYF,ADYYF,2025-02-06,2024-12-31,,EUR
ADYYF,ADYYF,2025-05-16,2025-03-31,,EUR
AE,Adams Resources & Energy Inc,2024-08-07,2024-06-30,-0.21,USD
AE,Adams Resources & Energy Inc,2024-11-06,2024-09-30,,USD
AE,Adams Resources & Energy Inc,2025-03-11,2024-12-31,,USD
AE,Adams Resources & Energy Inc,2025-05-06,2025-03-31,,USD
AEBZY,AEBZY,2024-08-06,2024-06-30,,TRY
AEBZY,AEBZY,2024-10-30,2024-09-30,,TRY
AEBZY,AEBZY,2025-03-19,2024-12-31,,TRY
AECLY,AECLY,2024-07-26,2024-06-30,,ZAR
AECLY,AECLY,2025-02-26,2024-12-31,,ZAR
AEDFF,AEDFF,2024-07-31,2024-06-30,,EUR
AEDFF,AEDFF,2024-10-30,2024-09-30,,EUR
AEDFF,AEDFF,2025-02-19,2024-12-31,,EUR
AEDFF,AEDFF,2025-04-30,2025-03-31,,EUR
AEE,Ameren Corp,2024-07-31,2024-06-30,0.96,USD
AEE,Ameren Corp,2024-11-06,2024-09-30,,USD
AEE,Ameren Corp,2025-02-20,2024-12-31,,USD
AEE,Ameren Corp,2025-05-09,2025-03-31,,USD
AEF,abrdn Emerging Markets Equity Income Fund Inc,2025-05-16,2025-03-31,,USD
AEGXF,AEGXF,2024-07-25,2024-06-30,,USD
AEGXF,AEGXF,2024-10-23,2024-09-30,,USD
AEGXF,AEGXF,2025-03-03,2024-12-31,,USD
AEGXF,AEGXF,2025-04-22,2025-03-31,,USD
AEHR,Aehr Test Systems,2024-07-11,2024-05-31,0.1,USD
AEHR,Aehr Test Systems,2024-10-03,2024-08-31,,USD
AEHR,Aehr Test Systems,2025-01-07,2024-11-30,,USD
AEHR,Aehr Test Systems,2025-04-07,2025-02-28,,USD
AEIS,Advanced Energy Industries Inc,2024-08-01,2024-06-30,0.72,USD
AEIS,Advanced Energy Industries Inc,2024-10-29,2024-09-30,,USD
AEIS,Advanced Energy Industries Inc,2025-02-04,2024-12-31,,USD
AEIS,Advanced Energy Industries Inc,2025-04-25,2025-03-31,,USD
AEL,American Equity Investment Life Holding Company,2024-08-05,2024-06-30,,USD
AEL,American Equity Investment Life Holding Company,2024-11-05,2024-09-30,,USD
AEL,American Equity Investment Life Holding Company,2025-02-12,2024-12-31,,USD
AEL-PA,AEL-PA,2024-08-05,2024-06-30,,USD
AEL-PA,AEL-PA,2024-11-05,2024-09-30,,USD
AEL-PA,AEL-PA,2025-02-12,2024-12-31,,USD
AEL-PB,AEL-PB,2024-08-05,2024-06-30,,USD
AEL-PB,AEL-PB,2024-11-05,2024-09-30,,USD
AEL-PB,AEL-PB,2025-02-12,2024-12-31,,USD
AELTF,AELTF,2024-08-14,2024-06-30,,USD
AELTF,AELTF,2024-11-20,2024-09-30,,USD
AEM,Agnico Eagle Mines Ltd,2024-07-31,2024-06-30,,USD
AEM,Agnico Eagle Mines Ltd,2024-10-30,2024-09-30,,USD
AEM,Agnico Eagle Mines Ltd,2025-02-13,2024-12-31,,USD
AEMD,Aethlon Medical Inc,2024-06-26,2024-03-31,-1.25,USD
AEMD,Aethlon Medical Inc,2024-09-15,2024-06-30,,USD
AEMD,Aethlon Medical Inc,2024-11-12,2024-09-30,,USD
AEMD,Aethlon Medical Inc,2025-02-12,2024-12-31,,USD
AEMFF,AEMFF,2024-08-09,2024-06-30,,SGD
AEMFF,AEMFF,2025-02-26,2024-12-31,,SGD
AEMMF,AEMMF,2024-07-30,2024-06-30,,USD
AEMMF,AEMMF,2024-11-14,2024-09-30,,USD
AEMMF,AEMMF,2025-03-10,2024-12-31,,USD
AEMMY,AEMMY,2024-07-30,2024-06-30,,USD
AEMMY,AEMMY,2024-11-14,2024-09-30,,USD
AEMMY,AEMMY,2025-03-10,2024-12-31,,USD
AEO,American Eagle Outfitters Inc,2024-06-27,2024-04-30,0.28,USD
AEO,American Eagle Outfitters Inc,2024-09-04,2024-08-31,,USD
AEO,American Eagle Outfitters Inc,2024-09-04,2024-07-31,0.37,USD
AEO,American Eagle Outfitters Inc,2024-11-19,2024-10-31,,USD
AEO,American Eagle Outfitters Inc,2025-03-05,2025-01-31,,USD
AEO,American Eagle Outfitters Inc,2025-05-27,2025-04-30,,USD
AEOJF,AEOJF,2024-07-09,2024-05-31,,JPY
AEOJF,AEOJF,2024-10-08,2024-08-31,,JPY
AEOJF,AEOJF,2025-01-09,2024-11-30,,JPY
AEOJF,AEOJF,2025-04-07,2025-02-28,,JPY
AEOXF,AEOXF,2024-08-20,2024-06-30,,USD
AEOXF,AEOXF,2024-12-17,2024-09-30,,USD
AEOXF,AEOXF,2025-02-10,2024-12-31,,USD
AEOXF,AEOXF,2025-05-21,2025-03-31,,USD
AEP,American Electric Power Company Inc,2024-07-25,2024-06-30,1.25,USD
AEP,American Electric Power Company Inc,2024-10-31,2024-09-30,,USD
AEP,American Electric Power Company Inc,2025-02-24,2024-12-31,,USD
AEP,American Electric Power Company Inc,2025-04-28,2025-03-31,,USD
AEPLF,AEPLF,2024-08-22,2024-06-30,,USD
AER,Aercap Holdings N.V.,2024-07-25,2024-06-30,2.34,USD
AER,Aercap Holdings N.V.,2024-10-23,2024-09-30,,USD
AER,Aercap Holdings N.V.,2025-02-21,2024-12-31,,USD
AER,Aercap Holdings N.V.,2025-04-29,2025-03-31,,USD
AERG,AERG,2024-08-10,2024-06-30,,USD
AERG,AERG,2024-10-25,2024-09-30,,USD
AERG,AERG,2025-03-24,2024-12-31,,USD
AES,AES Corp,2024-08-01,2024-06-30,0.35,USD
AES,AES Corp,2024-10-31,2024-09-30,,USD
AES,AES Corp,2025-02-24,2024-12-31,,USD
AES,AES Corp,2025-04-25,2025-03-31,,USD
AETHF,AETHF,2024-08-01,2024-05-31,,CAD
AETUF,AETUF,2024-07-31,2024-06-30,,USD
AEVA,Aeva Technologies Inc,2024-08-06,2024-06-30,-0.58,USD
AEVA,Aeva Technologies Inc,2024-11-06,2024-09-30,,USD
AEVA,Aeva Technologies Inc,2025-03-03,2024-12-31,,USD
AEVIF,AEVIF,2024-09-19,2024-06-30,,CHF
AEVIF,AEVIF,2025-04-03,2025-03-31,,CHF
AEXAF,AEXAF,2024-06-27,2024-03-31,,EUR
AEXAY,AEXAY,2024-06-27,2024-03-31,0,EUR
AEXAY,AEXAY,2024-07-26,2024-06-30,,EUR
AEXAY,AEXAY,2025-03-18,2024-12-31,,EUR
AEXFF,AEXFF,2024-09-27,2024-06-30,,USD
AEXFF,AEXFF,2025-04-28,2025-03-31,,USD
AEYE,AudioEye Inc,2024-08-08,2024-06-30,-0.03,USD
AEYE,AudioEye Inc,2024-10-31,2024-09-30,,USD
AEYE,AudioEye Inc,2025-03-04,2024-12-31,,USD
AEYE,AudioEye Inc,2025-04-21,2025-03-31,,USD
AEYGQ,AEYGQ,2024-09-20,2024-06-30,,USD
AEZS,Aeterna Zentaris Inc,2024-08-07,2024-06-30,,USD
AEZS,Aeterna Zentaris Inc,2024-11-07,2024-09-30,,USD
AEZS,Aeterna Zentaris Inc,2025-03-25,2024-12-31,,USD
AFBI,Affinity Bancshares Inc,2024-07-25,2024-06-30,,USD
AFBI,Affinity Bancshares Inc,2024-10-24,2024-09-30,,USD
AFBI,Affinity Bancshares Inc,2025-01-30,2024-12-31,,USD
AFBI,Affinity Bancshares Inc,2025-05-22,2025-03-31,,USD
AFBOF,AFBOF,2024-09-06,2024-06-30,,USD
AFBOF,AFBOF,2024-12-06,2024-09-30,,USD
AFBOF,AFBOF,2025-03-06,2024-12-31,,USD
AFCG,AFC Gamma Inc,2024-08-06,2024-06-30,0.5,USD
AFCG,AFC Gamma Inc,2024-11-06,2024-09-30,,USD
AFCG,AFC Gamma Inc,2025-03-05,2024-12-31,,USD
AFCG,AFC Gamma Inc,2025-05-07,2025-03-31,,USD
AFG,American Financial Group Inc,2024-07-31,2024-06-30,2.51,USD
